actual_reward_gnk,actual_rewarded_coins,address,compensation_base_units,compensation_gnk,confirmation_weight,effective_weight,epoch,exclusion_reason,expected_reward_base_units,expected_reward_gnk,fixed_epoch_reward,notes,reward_rate_base_units_per_weight,total_epoch_weight,weight
0.000000000,0,gonka1043d00lu0v3fz53cut34twtcanalqg9u8vehp2,285130114239,285.130114239,0,0,249,failed_confirmation_poc,285130114239,285.130114239,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=285130114239; expected_reward_weight=735; expected_reward_base_units=285130114239,387932128.21733860833894072915062140755093271935727,740094,735
1984.272835831,1984272835831,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09,0,0.000000000,5115,5115,249,,1984272835831,1984.272835831,287106240500883,chain_effective_reward_base_units=1984272835831; full_weight_reward_base_units=1984272835831; expected_reward_weight=5115; expected_reward_base_units=1984272835831,387932128.21733860833894072915062140755093271935727,740094,5115
0.000000000,0,gonka10snluhflqhmwl5xrpuy9ugevypxdjjsft370fq,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
0.000000000,0,gonka10t67f5zxh7canhuznxg7cperec6286jjqh5pey,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
0.000000000,0,gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np,536122201196,536.122201196,0,0,249,failed_confirmation_poc,536122201196,536.122201196,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=536122201196; expected_reward_weight=1382; expected_reward_base_units=536122201196,387932128.21733860833894072915062140755093271935727,740094,1382
0.000000000,0,gonka12av9up884t9lcsf70rs0l7jfmkmc8k9sxfuknt,48065566550384,48065.566550384,123902,0,249,consecutive_failures,48065566550384,48065.566550384,287106240500883,participant excluded from distribution; subgroup voting_power capped the confirmation weight; chain_effective_reward_base_units=0; full_weight_reward_base_units=48963629427207; expected_reward_weight=123902; expected_reward_base_units=48065566550384,387932128.21733860833894072915062140755093271935727,740094,126217
4081.433920974,4081433920974,gonka12pcu9mcrpa4w4sjd9y3dsksnvu495ss6f9r4ra,0,0.000000000,10521,10521,249,confirmation_weight_reduction,4081433920974,4081.433920974,287106240500883,chain_effective_reward_base_units=4081433920974; full_weight_reward_base_units=4136520283181; expected_reward_weight=10521; expected_reward_base_units=4081433920974,387932128.21733860833894072915062140755093271935727,740094,10663
0.000000000,0,gonka145666cll76ptcyy9ceymtalr8gnvv73ne99p32,325475055574,325.475055574,0,0,249,failed_confirmation_poc,325475055574,325.475055574,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=325475055574; expected_reward_weight=839; expected_reward_base_units=325475055574,387932128.21733860833894072915062140755093271935727,740094,839
5226.997495600,5226997495600,gonka14ljarev2nlzu4ej50vx7ylj2rvg4n20fnq2ysc,0,0.000000000,13474,13474,249,confirmation_weight_reduction,5226997495600,5226.997495600,287106240500883,chain_effective_reward_base_units=5226997495600; full_weight_reward_base_units=5331351238090; expected_reward_weight=13474; expected_reward_base_units=5226997495600,387932128.21733860833894072915062140755093271935727,740094,13743
2123.928401989,2123928401989,gonka14tqh62mangwzrma2lgg2dm375rcjzn2ydy8ttm,0,0.000000000,5475,5475,249,,2123928401989,2123.928401989,287106240500883,chain_effective_reward_base_units=2123928401989; full_weight_reward_base_units=2123928401989; expected_reward_weight=5475; expected_reward_base_units=2123928401989,387932128.21733860833894072915062140755093271935727,740094,5475
8607.825993014,8607825993014,gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5,0,0.000000000,22189,22189,249,confirmation_weight_reduction,8607825993014,8607.825993014,287106240500883,chain_effective_reward_base_units=8607825993014; full_weight_reward_base_units=8742438441505; expected_reward_weight=22189; expected_reward_base_units=8607825993014,387932128.21733860833894072915062140755093271935727,740094,22536
607.889644916,607889644916,gonka163ug8zucqeag9v5ey4au34jqt7vejkmxsg74eu,0,0.000000000,1567,1567,249,confirmation_weight_reduction,607889644916,607.889644916,287106240500883,chain_effective_reward_base_units=607889644916; full_weight_reward_base_units=1192115430011; expected_reward_weight=1567; expected_reward_base_units=607889644916,387932128.21733860833894072915062140755093271935727,740094,3073
3251.259166589,3251259166589,gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2,0,0.000000000,8381,8381,249,,3251259166589,3251.259166589,287106240500883,chain_effective_reward_base_units=3251259166589; full_weight_reward_base_units=3251259166589; expected_reward_weight=8381; expected_reward_base_units=3251259166589,387932128.21733860833894072915062140755093271935727,740094,8381
373.966571601,373966571601,gonka16k03ze5ynkprsd4n6e5uzhthvu9jjk553rauqy,0,0.000000000,964,964,249,,373966571601,373.966571601,287106240500883,chain_effective_reward_base_units=373966571601; full_weight_reward_base_units=373966571601; expected_reward_weight=964; expected_reward_base_units=373966571601,387932128.21733860833894072915062140755093271935727,740094,964
0.000000000,0,gonka16q0zaetd6hq6d8zj48ur0v967xrrwh566kcazc,216078195417,216.078195417,0,0,249,failed_confirmation_poc,216078195417,216.078195417,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=216078195417; expected_reward_weight=557; expected_reward_base_units=216078195417,387932128.21733860833894072915062140755093271935727,740094,557
41205.374794989,41205374794989,gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f,0,0.000000000,106218,106218,249,confirmation_weight_reduction,41205374794989,41205.374794989,287106240500883,chain_effective_reward_base_units=41205374794989; full_weight_reward_base_units=42917319276812; expected_reward_weight=106218; expected_reward_base_units=41205374794989,387932128.21733860833894072915062140755093271935727,740094,110631
950.045782004,950045782004,gonka17pw6099q758qwzewtrqmqpf5c2lrhr97fwqexu,0,0.000000000,2449,2449,249,,950045782004,950.045782004,287106240500883,chain_effective_reward_base_units=950045782004; full_weight_reward_base_units=950045782004; expected_reward_weight=2449; expected_reward_base_units=950045782004,387932128.21733860833894072915062140755093271935727,740094,2449
611.381034070,611381034070,gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y,0,0.000000000,1576,1576,249,confirmation_weight_reduction,611381034070,611.381034070,287106240500883,chain_effective_reward_base_units=611381034070; full_weight_reward_base_units=619527608763; expected_reward_weight=1576; expected_reward_base_units=611381034070,387932128.21733860833894072915062140755093271935727,740094,1597
4431.348700626,4431348700626,gonka187tn9y92ur6tu0zf69u94hwl0q77m47y0k36hv,0,0.000000000,11423,11423,249,confirmation_weight_reduction,4431348700626,4431.348700626,287106240500883,chain_effective_reward_base_units=4431348700626; full_weight_reward_base_units=4504279940731; expected_reward_weight=11423; expected_reward_base_units=4431348700626,387932128.21733860833894072915062140755093271935727,740094,11611
0.000000000,0,gonka188c86f9mrlt4nlcg89f82nnfm9jzq9gtjafj50,9418216208860,9418.216208860,24278,0,249,consecutive_failures,9418216208860,9418.216208860,287106240500883,participant excluded from distribution; subgroup voting_power capped the confirmation weight; chain_effective_reward_base_units=0; full_weight_reward_base_units=9418216208860; expected_reward_weight=24278; expected_reward_base_units=9418216208860,387932128.21733860833894072915062140755093271935727,740094,24278
592.760291916,592760291916,gonka18xeqnspxpg2vncufnjne485rkaagwvz7whyn0d,0,0.000000000,1528,1528,249,confirmation_weight_reduction,592760291916,592.760291916,287106240500883,chain_effective_reward_base_units=592760291916; full_weight_reward_base_units=619527608763; expected_reward_weight=1528; expected_reward_base_units=592760291916,387932128.21733860833894072915062140755093271935727,740094,1597
709.915794637,709915794637,gonka19f9hkpmjaldncsfly4j63sy932y8hughn4l3d8,0,0.000000000,1830,1830,249,,709915794637,709.915794637,287106240500883,chain_effective_reward_base_units=709915794637; full_weight_reward_base_units=709915794637; expected_reward_weight=1830; expected_reward_base_units=709915794637,387932128.21733860833894072915062140755093271935727,740094,1830
3623.674009678,3623674009678,gonka19ghzvgfr065s3fr5awuvs3nhy9fq4n7wrr9kel,0,0.000000000,9341,9341,249,,3623674009678,3623.674009678,287106240500883,chain_effective_reward_base_units=3623674009678; full_weight_reward_base_units=3623674009678; expected_reward_weight=9341; expected_reward_base_units=3623674009678,387932128.21733860833894072915062140755093271935727,740094,9341
354.957897318,354957897318,gonka1amlmhjym02shahjv8ldmupg4cx0qc66q6f85rj,0,0.000000000,915,915,249,,354957897318,354.957897318,287106240500883,chain_effective_reward_base_units=354957897318; full_weight_reward_base_units=354957897318; expected_reward_weight=915; expected_reward_base_units=354957897318,387932128.21733860833894072915062140755093271935727,740094,915
295.992213829,295992213829,gonka1ccdm8j6sjyhq4qask049dwgaczs7f3pxte6zmp,0,0.000000000,763,763,249,,295992213829,295.992213829,287106240500883,chain_effective_reward_base_units=295992213829; full_weight_reward_base_units=295992213829; expected_reward_weight=763; expected_reward_base_units=295992213829,387932128.21733860833894072915062140755093271935727,740094,763
247.888629930,247888629930,gonka1d694r00czmq75txghwjcuk07lxvc8d4ekgsha0,0,0.000000000,639,639,249,,247888629930,247.888629930,287106240500883,chain_effective_reward_base_units=247888629930; full_weight_reward_base_units=247888629930; expected_reward_weight=639; expected_reward_base_units=247888629930,387932128.21733860833894072915062140755093271935727,740094,639
87.284728848,87284728848,gonka1d7p03cu2y2yt3vytq9wlfm6tlz0lfhlgv9h82p,0,0.000000000,225,225,249,,87284728848,87.284728848,287106240500883,chain_effective_reward_base_units=87284728848; full_weight_reward_base_units=87284728848; expected_reward_weight=225; expected_reward_base_units=87284728848,387932128.21733860833894072915062140755093271935727,740094,225
0.000000000,0,gonka1dkl4mah5erqggvhqkpc8j3qs5tyuetgdy552cp,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
0.000000000,0,gonka1dpt9zx2dqcky6yjjwrd8xz2w7lq6vffy9mhvgs,354957897318,354.957897318,0,0,249,failed_confirmation_poc,354957897318,354.957897318,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=354957897318; expected_reward_weight=915; expected_reward_base_units=354957897318,387932128.21733860833894072915062140755093271935727,740094,915
0.000000000,0,gonka1dzdmx5ljrwkelrmgd7suv2q43epn293qacpgqn,5907818380621,5907.818380621,15229,0,249,consecutive_failures,5907818380621,5907.818380621,287106240500883,participant excluded from distribution; subgroup voting_power capped the confirmation weight; chain_effective_reward_base_units=0; full_weight_reward_base_units=6081999906191; expected_reward_weight=15229; expected_reward_base_units=5907818380621,387932128.21733860833894072915062140755093271935727,740094,15678
0.000000000,0,gonka1eazh84v0e60s9m7exxp3nsadcfgvnsthgypjvl,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
27275.895867089,27275895867089,gonka1famtxh54kad6ylwtm60j6d7h6unpc08d4vdqnk,0,0.000000000,70311,70311,249,,27275895867089,27275.895867089,287106240500883,chain_effective_reward_base_units=27275895867089; full_weight_reward_base_units=27275895867089; expected_reward_weight=70311; expected_reward_base_units=27275895867089,387932128.21733860833894072915062140755093271935727,740094,70311
98.534760567,98534760567,gonka1fc9tzt83dgrqswlgay4668cuqjrk7zsqks2vm2,0,0.000000000,254,254,249,confirmation_weight_reduction,98534760567,98.534760567,287106240500883,chain_effective_reward_base_units=98534760567; full_weight_reward_base_units=104741674618; expected_reward_weight=254; expected_reward_base_units=98534760567,387932128.21733860833894072915062140755093271935727,740094,270
1286.382937168,1286382937168,gonka1fkrsesmn2hdj30fhwyam6h4f2e77un36xalhvl,0,0.000000000,3316,3316,249,,1286382937168,1286.382937168,287106240500883,chain_effective_reward_base_units=1286382937168; full_weight_reward_base_units=1286382937168; expected_reward_weight=3316; expected_reward_base_units=1286382937168,387932128.21733860833894072915062140755093271935727,740094,3316
0.000000000,0,gonka1ge9amk4ymld27d35akj3ky9uph4gyz6rdpepjj,341768204959,341.768204959,0,0,249,failed_confirmation_poc,341768204959,341.768204959,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=341768204959; expected_reward_weight=881; expected_reward_base_units=341768204959,387932128.21733860833894072915062140755093271935727,740094,881
0.000000000,0,gonka1gyk0aahvr3qeju4zx0nplfreej6cy4jjk8svc5,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
0.000000000,0,gonka1gyydhl9lp0udz3409ps0c0lk0y4ft8qcyv8tfq,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
389.095924601,389095924601,gonka1h3s37p0l23mg6ak9h9nmayh6r9f2vm6umj3qet,0,0.000000000,1003,1003,249,,389095924601,389.095924601,287106240500883,chain_effective_reward_base_units=389095924601; full_weight_reward_base_units=389095924601; expected_reward_weight=1003; expected_reward_base_units=389095924601,387932128.21733860833894072915062140755093271935727,740094,1003
7316.399938179,7316399938179,gonka1hwvel7n3zuk6wruefuzc356l9myske9stckwnz,0,0.000000000,18860,18860,249,confirmation_weight_reduction,7316399938179,7316.399938179,287106240500883,chain_effective_reward_base_units=7316399938179; full_weight_reward_base_units=7444417540490; expected_reward_weight=18860; expected_reward_base_units=7316399938179,387932128.21733860833894072915062140755093271935727,740094,19190
6600.665161618,6600665161618,gonka1jltjehxsnum94nt8c00ts7khmpy4lafv6gryzk,0,0.000000000,17015,17015,249,confirmation_weight_reduction,6600665161618,6600.665161618,287106240500883,chain_effective_reward_base_units=6600665161618; full_weight_reward_base_units=6701915447082; expected_reward_weight=17015; expected_reward_base_units=6600665161618,387932128.21733860833894072915062140755093271935727,740094,17276
0.000000000,0,gonka1k6p754pyhxud2399knyccgjpjvdafj2u9xlgyf,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
0.000000000,0,gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5,817760926282,817.760926282,2108,0,249,missed_requests,817760926282,817.760926282,287106240500883,downtime punishment reduced effective reward to zero; subgroup voting_power capped the confirmation weight; chain_effective_reward_base_units=0; full_weight_reward_base_units=818924722666; expected_reward_weight=2108; expected_reward_base_units=817760926282,387932128.21733860833894072915062140755093271935727,740094,2111
0.000000000,0,gonka1llgg3kvg9sc6xz09jtkcrucrppxgn78xe4xlv0,333233698138,333.233698138,0,0,249,failed_confirmation_poc,333233698138,333.233698138,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=333233698138; expected_reward_weight=859; expected_reward_base_units=333233698138,387932128.21733860833894072915062140755093271935727,740094,859
942.287139439,942287139439,gonka1lr9mj6dgkv0h76c8y8w0l3esztyg9v2q8d6d8d,0,0.000000000,2429,2429,249,,942287139439,942.287139439,287106240500883,chain_effective_reward_base_units=942287139439; full_weight_reward_base_units=942287139439; expected_reward_weight=2429; expected_reward_base_units=942287139439,387932128.21733860833894072915062140755093271935727,740094,2429
0.000000000,0,gonka1lswsj2x7u4606wqpunmm07skgf76r3dyz4v0d8,352242372421,352.242372421,0,0,249,failed_confirmation_poc,352242372421,352.242372421,287106240500883,participant excluded from distribution; chain_effective_reward_base_units=0; full_weight_reward_base_units=352242372421; expected_reward_weight=908; expected_reward_base_units=352242372421,387932128.21733860833894072915062140755093271935727,740094,908
0.000000000,0,gonka1m27e6qup7q8jmvnrn29kahd7vlx6r4l84z4thz,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
7773.771917347,7773771917347,gonka1myu058axjs62mc3e7na9krwvqpfl9z3gtcw9es,0,0.000000000,20039,20039,249,confirmation_weight_reduction,7773771917347,7773.771917347,287106240500883,chain_effective_reward_base_units=7773771917347; full_weight_reward_base_units=8179160991334; expected_reward_weight=20039; expected_reward_base_units=7773771917347,387932128.21733860833894072915062140755093271935727,740094,21084
0.000000000,0,gonka1nkzdygk3g2p2usnueuqxyep3462350hgzxs86s,0,0.000000000,0,0,249,,0,0.000000000,287106240500883,chain_effective_reward_base_units=0; full_weight_reward_base_units=0; expected_reward_weight=0; expected_reward_base_units=0,387932128.21733860833894072915062140755093271935727,740094,0
87.284728848,87284728848,gonka1p2lhgng7tcqju7emk989s5fpdr7k2c3ek6h26m,0,0.000000000,225,225,249,,87284728848,87.284728848,287106240500883,chain_effective_reward_base_units=87284728848; full_weight_reward_base_units=87284728848; expected_reward_weight=225; expected_reward_base_units=87284728848,387932128.21733860833894072915062140755093271935727,740094,225
